rank,phase,image,folder,filename,candidate_id,x,y,width,height,center_x,center_y,area_px,mask_major_axis_px,mask_minor_axis_px,lint_fraction,green_fraction,brightness,visibility,measurement_ready_score
7853,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124621_0165_D.JPG,205_Post_Def_rgb,DJI_20250929124621_0165_D.JPG,253,528,1924,56,76,556.0,1962.0,1834,76.421,55.579,0.4659,0.0114,0.4659,0.4318,0.6113
7854,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124531_0140_D.JPG,205_Post_Def_rgb,DJI_20250929124531_0140_D.JPG,316,4300,973,63,63,4331.5,1004.5,1689,62.526,62.526,0.4321,0.0,0.4444,0.4321,0.6113
7855,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095833_0336_D.JPG,Part_one_pre_def_rgb,DJI_20250929095833_0336_D.JPG,208,1737,3092,49,42,1761.5,3113.0,1158,48.632,41.684,0.5714,0.0,0.5714,0.5714,0.6113
7856,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095931_0365_D.JPG,Part_one_pre_def_rgb,DJI_20250929095931_0365_D.JPG,254,1195,792,42,49,1216.0,816.5,1158,48.632,41.684,0.5714,0.0,0.5714,0.5714,0.6113
7857,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095959_0379_D.JPG,Part_one_pre_def_rgb,DJI_20250929095959_0379_D.JPG,199,2397,2320,49,42,2421.5,2341.0,1158,48.632,41.684,0.5714,0.0,0.5714,0.5714,0.6113
7858,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095901_0350_D.JPG,Part_one_pre_def_rgb,DJI_20250929095901_0350_D.JPG,264,389,3001,35,49,406.5,3025.5,917,48.632,34.737,0.5429,0.0,0.7429,0.5429,0.6113
7859,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,13,2154,3536,243,417,2275.5,3744.5,28332,416.842,243.158,0.3905,0.0871,0.4014,0.2795,0.6113
7860,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095849_0344_D.JPG,Part_one_pre_def_rgb,DJI_20250929095849_0344_D.JPG,208,1098,3849,56,35,1126.0,3866.5,1110,55.579,34.737,0.575,0.075,0.7,0.575,0.6113
7861,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095921_0360_D.JPG,Part_one_pre_def_rgb,DJI_20250929095921_0360_D.JPG,268,3689,2591,35,56,3706.5,2619.0,1110,55.579,34.737,0.575,0.075,0.7,0.575,0.6113
7862,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124545_0147_D.JPG,205_Post_Def_rgb,DJI_20250929124545_0147_D.JPG,166,903,1084,69,90,937.5,1129.0,2655,90.316,69.474,0.4462,0.0,0.4462,0.4231,0.6113
7863,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124539_0144_D.JPG,205_Post_Def_rgb,DJI_20250929124539_0144_D.JPG,368,21,889,56,69,49.0,923.5,1738,69.474,55.579,0.4625,0.1125,0.4625,0.45,0.6112
7864,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124549_0149_D.JPG,205_Post_Def_rgb,DJI_20250929124549_0149_D.JPG,399,625,3335,69,56,659.5,3363.0,1738,69.474,55.579,0.45,0.0125,0.45,0.45,0.6112
7865,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124639_0174_D.JPG,205_Post_Def_rgb,DJI_20250929124639_0174_D.JPG,277,1897,2272,69,56,1931.5,2300.0,1738,69.474,55.579,0.45,0.0125,0.45,0.45,0.6112
7866,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124713_0191_D.JPG,205_Post_Def_rgb,DJI_20250929124713_0191_D.JPG,356,146,1195,69,56,180.5,1223.0,1738,69.474,55.579,0.45,0.0125,0.45,0.45,0.6112
7867,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095801_0320_D.JPG,Part_one_pre_def_rgb,DJI_20250929095801_0320_D.JPG,366,1633,2522,35,35,1650.5,2539.5,676,34.737,34.737,0.56,0.08,0.64,0.56,0.6112
7868,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095839_0339_D.JPG,Part_one_pre_def_rgb,DJI_20250929095839_0339_D.JPG,383,4029,2946,35,35,4046.5,2963.5,676,34.737,34.737,0.56,0.08,0.64,0.56,0.6112
7869,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,368,3620,1000,56,69,3648.0,1034.5,1689,69.474,55.579,0.4625,0.0625,0.4625,0.4375,0.6112
7870,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124701_0185_D.JPG,205_Post_Def_rgb,DJI_20250929124701_0185_D.JPG,289,2529,2890,56,69,2557.0,2924.5,1689,69.474,55.579,0.4625,0.0625,0.4625,0.4375,0.6112
7871,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095911_0355_D.JPG,Part_one_pre_def_rgb,DJI_20250929095911_0355_D.JPG,39,2536,3460,69,111,2570.5,3515.5,3765,111.158,69.474,0.5062,0.1375,0.8187,0.4875,0.6112
7872,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124533_0141_D.JPG,205_Post_Def_rgb,DJI_20250929124533_0141_D.JPG,109,1521,3133,76,90,1559.0,3178.0,2896,90.316,76.421,0.4476,0.1119,0.4476,0.4196,0.6112
7873,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124631_0170_D.JPG,205_Post_Def_rgb,DJI_20250929124631_0170_D.JPG,248,1119,3696,56,83,1147.0,3737.5,1882,83.368,55.579,0.5,0.125,0.5,0.4062,0.6112
7874,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,59,3550,3467,90,111,3595.0,3522.5,4151,111.158,90.316,0.4327,0.1058,0.4375,0.4135,0.6112
7875,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124719_0194_D.JPG,205_Post_Def_rgb,DJI_20250929124719_0194_D.JPG,12,3835,0,146,285,3908.0,142.5,14962,284.842,145.895,0.403,0.036,0.4053,0.36,0.6112
7876,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124709_0189_D.JPG,205_Post_Def_rgb,DJI_20250929124709_0189_D.JPG,30,3654,2369,118,201,3713.0,2469.5,9122,201.474,118.105,0.428,0.0913,0.43,0.3834,0.6112
7877,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,46,1285,3397,139,153,1354.5,3473.5,7674,152.842,138.947,0.3932,0.0364,0.3977,0.3614,0.6112
7878,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124651_0180_D.JPG,205_Post_Def_rgb,DJI_20250929124651_0180_D.JPG,264,910,3800,63,56,941.5,3828.0,1496,62.526,55.579,0.4583,0.0556,0.4583,0.4306,0.6112
7879,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124509_0129_D.JPG,205_Post_Def_rgb,DJI_20250929124509_0129_D.JPG,387,2265,3328,56,56,2293.0,3356.0,1303,55.579,55.579,0.4531,0.0312,0.4531,0.4219,0.6112
7880,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,345,4544,3633,56,56,4572.0,3661.0,1303,55.579,55.579,0.4531,0.0312,0.4531,0.4219,0.6112
7881,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,284,2619,2973,56,56,2647.0,3001.0,1303,55.579,55.579,0.4531,0.0312,0.4531,0.4219,0.6112
7882,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095755_0317_D.JPG,Part_one_pre_def_rgb,DJI_20250929095755_0317_D.JPG,345,4564,354,49,28,4588.5,368.0,821,48.632,27.789,0.6071,0.0357,0.6429,0.6071,0.6112
7883,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095831_0335_D.JPG,Part_one_pre_def_rgb,DJI_20250929095831_0335_D.JPG,317,3689,2584,28,49,3703.0,2608.5,821,48.632,27.789,0.6071,0.0357,0.6429,0.6071,0.6112
7884,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095837_0338_D.JPG,Part_one_pre_def_rgb,DJI_20250929095837_0338_D.JPG,372,1952,3321,28,49,1966.0,3345.5,821,48.632,27.789,0.6071,0.0357,0.6429,0.6071,0.6112
7885,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095949_0374_D.JPG,Part_one_pre_def_rgb,DJI_20250929095949_0374_D.JPG,211,563,2723,49,28,587.5,2737.0,821,48.632,27.789,0.6071,0.0357,0.6429,0.6071,0.6112
7886,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124529_0139_D.JPG,205_Post_Def_rgb,DJI_20250929124529_0139_D.JPG,180,688,3696,69,83,722.5,3737.5,2365,83.368,69.474,0.45,0.0083,0.45,0.4083,0.6112
7887,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124633_0171_D.JPG,205_Post_Def_rgb,DJI_20250929124633_0171_D.JPG,94,4384,1765,83,111,4425.5,1820.5,3861,111.158,83.368,0.4323,0.0,0.4323,0.4167,0.6112
7888,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124509_0129_D.JPG,205_Post_Def_rgb,DJI_20250929124509_0129_D.JPG,276,896,2696,63,56,927.5,2724.0,1545,62.526,55.579,0.4444,0.0,0.4444,0.4444,0.6112
7889,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124613_0161_D.JPG,205_Post_Def_rgb,DJI_20250929124613_0161_D.JPG,354,1223,2890,56,63,1251.0,2921.5,1545,62.526,55.579,0.4444,0.0,0.4444,0.4444,0.6112
7890,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124739_0204_D.JPG,205_Post_Def_rgb,DJI_20250929124739_0204_D.JPG,254,3981,2036,76,69,4019.0,2070.5,2075,76.421,69.474,0.4636,0.0818,0.4636,0.3909,0.6112
7891,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124725_0197_D.JPG,205_Post_Def_rgb,DJI_20250929124725_0197_D.JPG,55,4752,2869,90,160,4797.0,2949.0,6033,159.789,90.316,0.4381,0.0201,0.4515,0.4181,0.6112
7892,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,120,4787,1341,76,104,4825.0,1393.0,3137,104.211,76.421,0.4606,0.0424,0.4606,0.3939,0.6112
7893,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124621_0165_D.JPG,205_Post_Def_rgb,DJI_20250929124621_0165_D.JPG,107,4439,1591,69,104,4473.5,1643.0,2848,104.211,69.474,0.48,0.0667,0.48,0.3933,0.6112
7894,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124531_0140_D.JPG,205_Post_Def_rgb,DJI_20250929124531_0140_D.JPG,242,4419,2911,76,63,4457.0,2942.5,1979,76.421,62.526,0.4848,0.2323,0.4848,0.4141,0.6111
7895,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124721_0195_D.JPG,205_Post_Def_rgb,DJI_20250929124721_0195_D.JPG,279,611,924,69,69,645.5,958.5,2075,69.474,69.474,0.43,0.01,0.43,0.43,0.6111
7896,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095751_0315_D.JPG,Part_one_pre_def_rgb,DJI_20250929095751_0315_D.JPG,396,4947,1758,28,49,4961.0,1782.5,772,48.632,27.789,0.5714,0.0,0.75,0.5714,0.6111
7897,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095753_0316_D.JPG,Part_one_pre_def_rgb,DJI_20250929095753_0316_D.JPG,270,4940,1508,28,49,4954.0,1532.5,772,48.632,27.789,0.5714,0.0,0.75,0.5714,0.6111
7898,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124609_0159_D.JPG,205_Post_Def_rgb,DJI_20250929124609_0159_D.JPG,391,4036,2209,76,42,4074.0,2230.0,1593,76.421,41.684,0.5,0.1667,0.5,0.5,0.6111
7899,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124627_0168_D.JPG,205_Post_Def_rgb,DJI_20250929124627_0168_D.JPG,347,2154,2994,56,56,2182.0,3022.0,1351,55.579,55.579,0.4531,0.0938,0.4531,0.4375,0.6111
7900,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124557_0153_D.JPG,205_Post_Def_rgb,DJI_20250929124557_0153_D.JPG,84,250,3001,90,90,295.0,3046.0,3234,90.316,90.316,0.426,0.0296,0.426,0.3964,0.6111
7901,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124639_0174_D.JPG,205_Post_Def_rgb,DJI_20250929124639_0174_D.JPG,348,1709,3231,49,69,1733.5,3265.5,1496,69.474,48.632,0.4571,0.0,0.5,0.4429,0.6111
7902,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124711_0190_D.JPG,205_Post_Def_rgb,DJI_20250929124711_0190_D.JPG,182,2682,3307,76,83,2720.0,3348.5,2703,83.368,76.421,0.4394,0.0985,0.4394,0.4242,0.6111
7903,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124621_0165_D.JPG,205_Post_Def_rgb,DJI_20250929124621_0165_D.JPG,346,1633,3904,76,49,1671.0,3928.5,1593,76.421,48.632,0.4935,0.0519,0.4935,0.4286,0.6111
7904,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124617_0163_D.JPG,205_Post_Def_rgb,DJI_20250929124617_0163_D.JPG,304,1938,1362,76,49,1976.0,1386.5,1689,76.421,48.632,0.4805,0.0519,0.4805,0.4545,0.6111
7905,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124701_0185_D.JPG,205_Post_Def_rgb,DJI_20250929124701_0185_D.JPG,292,2265,3543,49,76,2289.5,3581.0,1689,76.421,48.632,0.4805,0.0519,0.4805,0.4545,0.6111
7906,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124619_0164_D.JPG,205_Post_Def_rgb,DJI_20250929124619_0164_D.JPG,263,5051,2529,76,63,5089.0,2560.5,1931,76.421,62.526,0.4747,0.1111,0.4747,0.404,0.6111
7907,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124719_0194_D.JPG,205_Post_Def_rgb,DJI_20250929124719_0194_D.JPG,278,5197,764,76,69,5235.0,798.5,2124,76.421,69.474,0.4455,0.0,0.4545,0.4,0.6111
7908,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124647_0178_D.JPG,205_Post_Def_rgb,DJI_20250929124647_0178_D.JPG,24,1702,3668,195,285,1799.5,3810.5,16410,284.842,194.526,0.3737,0.0305,0.3876,0.2962,0.6111
7909,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124537_0143_D.JPG,205_Post_Def_rgb,DJI_20250929124537_0143_D.JPG,367,160,3856,49,76,184.5,3894.0,1738,76.421,48.632,0.4675,0.0,0.4675,0.4675,0.6111
7910,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124629_0169_D.JPG,205_Post_Def_rgb,DJI_20250929124629_0169_D.JPG,228,2313,1230,49,76,2337.5,1268.0,1738,76.421,48.632,0.4675,0.0,0.4675,0.4675,0.6111
7911,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124631_0170_D.JPG,205_Post_Def_rgb,DJI_20250929124631_0170_D.JPG,279,2779,2987,49,76,2803.5,3025.0,1738,76.421,48.632,0.4675,0.0,0.4675,0.4675,0.6111
7912,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124725_0197_D.JPG,205_Post_Def_rgb,DJI_20250929124725_0197_D.JPG,385,2390,1139,49,76,2414.5,1177.0,1738,76.421,48.632,0.4675,0.0,0.4675,0.4675,0.6111
7913,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124659_0184_D.JPG,205_Post_Def_rgb,DJI_20250929124659_0184_D.JPG,250,827,3745,69,63,861.5,3776.5,1931,69.474,62.526,0.4444,0.0778,0.4444,0.4444,0.6111
7914,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124655_0182_D.JPG,205_Post_Def_rgb,DJI_20250929124655_0182_D.JPG,182,3835,236,49,83,3859.5,277.5,1931,83.368,48.632,0.4762,0.0357,0.4762,0.4762,0.611
7915,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124539_0144_D.JPG,205_Post_Def_rgb,DJI_20250929124539_0144_D.JPG,362,4863,3745,76,49,4901.0,3769.5,1786,76.421,48.632,0.4805,0.1558,0.4805,0.4805,0.611
7916,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,259,1556,2807,49,63,1580.5,2838.5,1400,62.526,48.632,0.4603,0.0476,0.4603,0.4603,0.611
7917,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095827_0333_D.JPG,Part_one_pre_def_rgb,DJI_20250929095827_0333_D.JPG,378,4335,3779,21,49,4345.5,3803.5,676,48.632,20.842,0.6667,0.1905,0.6667,0.6667,0.611
7918,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124705_0187_D.JPG,205_Post_Def_rgb,DJI_20250929124705_0187_D.JPG,186,5072,1216,69,83,5106.5,1257.5,2558,83.368,69.474,0.4583,0.2167,0.4583,0.4417,0.611
7919,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124635_0172_D.JPG,205_Post_Def_rgb,DJI_20250929124635_0172_D.JPG,156,1619,1799,104,63,1671.0,1830.5,2944,104.211,62.526,0.4593,0.0,0.4593,0.4519,0.611
7920,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124713_0191_D.JPG,205_Post_Def_rgb,DJI_20250929124713_0191_D.JPG,40,4960,1070,104,208,5012.0,1174.0,8302,208.421,104.211,0.4511,0.0289,0.4578,0.3822,0.611
7921,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124525_0137_D.JPG,205_Post_Def_rgb,DJI_20250929124525_0137_D.JPG,220,3029,1389,69,56,3063.5,1417.0,1738,69.474,55.579,0.45,0.05,0.4625,0.45,0.611
7922,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124539_0144_D.JPG,205_Post_Def_rgb,DJI_20250929124539_0144_D.JPG,359,3508,3515,69,56,3542.5,3543.0,1786,69.474,55.579,0.4625,0.2,0.475,0.4625,0.611
7923,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124529_0139_D.JPG,205_Post_Def_rgb,DJI_20250929124529_0139_D.JPG,376,1410,2598,56,69,1438.0,2632.5,1689,69.474,55.579,0.4625,0.1,0.475,0.4375,0.611
7924,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095931_0365_D.JPG,Part_one_pre_def_rgb,DJI_20250929095931_0365_D.JPG,323,4439,3752,56,35,4467.0,3769.5,1014,55.579,34.737,0.625,0.225,0.725,0.525,0.611
7925,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124545_0147_D.JPG,205_Post_Def_rgb,DJI_20250929124545_0147_D.JPG,162,4828,2946,83,76,4869.5,2984.0,2703,83.368,76.421,0.4242,0.0,0.4318,0.4242,0.611
7926,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124737_0203_D.JPG,205_Post_Def_rgb,DJI_20250929124737_0203_D.JPG,221,2411,3863,69,76,2445.5,3901.0,2268,76.421,69.474,0.4364,0.0182,0.4364,0.4273,0.611
7927,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124541_0145_D.JPG,205_Post_Def_rgb,DJI_20250929124541_0145_D.JPG,301,4571,778,76,63,4609.0,809.5,1979,76.421,62.526,0.4545,0.0202,0.4646,0.4141,0.6109
7928,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124535_0142_D.JPG,205_Post_Def_rgb,DJI_20250929124535_0142_D.JPG,373,4293,2550,69,63,4327.5,2581.5,1786,69.474,62.526,0.4667,0.1222,0.4667,0.4111,0.6109
7929,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,383,3474,3112,63,69,3505.5,3146.5,1786,69.474,62.526,0.4667,0.1222,0.4667,0.4111,0.6109
7930,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124731_0200_D.JPG,205_Post_Def_rgb,DJI_20250929124731_0200_D.JPG,108,452,2821,83,97,493.5,2869.5,3282,97.263,83.368,0.4345,0.0238,0.4345,0.4048,0.6109
7931,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124713_0191_D.JPG,205_Post_Def_rgb,DJI_20250929124713_0191_D.JPG,237,2536,868,83,83,2577.5,909.5,2510,83.368,83.368,0.4514,0.0208,0.4514,0.3611,0.6109
7932,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124505_0127_D.JPG,205_Post_Def_rgb,DJI_20250929124505_0127_D.JPG,273,4266,1403,63,56,4297.5,1431.0,1545,62.526,55.579,0.4444,0.0417,0.4583,0.4444,0.6109
7933,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124627_0168_D.JPG,205_Post_Def_rgb,DJI_20250929124627_0168_D.JPG,265,292,264,56,63,320.0,295.5,1545,62.526,55.579,0.4444,0.0417,0.4583,0.4444,0.6109
7934,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124551_0150_D.JPG,205_Post_Def_rgb,DJI_20250929124551_0150_D.JPG,259,4460,3286,69,76,4494.5,3324.0,2220,76.421,69.474,0.4455,0.0545,0.4455,0.4182,0.6109
7935,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124721_0195_D.JPG,205_Post_Def_rgb,DJI_20250929124721_0195_D.JPG,194,3627,1438,90,76,3672.0,1476.0,2799,90.316,76.421,0.4545,0.1329,0.4615,0.4056,0.6109
7936,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124703_0186_D.JPG,205_Post_Def_rgb,DJI_20250929124703_0186_D.JPG,115,4669,2397,90,97,4714.0,2445.5,3620,97.263,90.316,0.4286,0.1319,0.4396,0.4121,0.6109
7937,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124711_0190_D.JPG,205_Post_Def_rgb,DJI_20250929124711_0190_D.JPG,279,625,3682,63,76,656.5,3720.0,2075,76.421,62.526,0.4545,0.1313,0.4747,0.4343,0.6109
7938,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095829_0334_D.JPG,Part_one_pre_def_rgb,DJI_20250929095829_0334_D.JPG,78,1174,2056,69,56,1208.5,2084.0,2075,69.474,55.579,0.5625,0.0,0.5875,0.5375,0.6108
7939,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124627_0168_D.JPG,205_Post_Def_rgb,DJI_20250929124627_0168_D.JPG,37,2654,1855,97,153,2702.5,1931.5,5744,152.842,97.263,0.4416,0.0162,0.4416,0.3864,0.6108
7940,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124623_0166_D.JPG,205_Post_Def_rgb,DJI_20250929124623_0166_D.JPG,298,215,3745,63,69,246.5,3779.5,1689,69.474,62.526,0.4778,0.1222,0.4778,0.3889,0.6108
7941,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124741_0205_D.JPG,205_Post_Def_rgb,DJI_20250929124741_0205_D.JPG,378,1980,347,63,69,2011.5,381.5,1689,69.474,62.526,0.4778,0.1222,0.4778,0.3889,0.6108
7942,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124627_0168_D.JPG,205_Post_Def_rgb,DJI_20250929124627_0168_D.JPG,104,257,139,104,63,309.0,170.5,2703,104.211,62.526,0.4815,0.0444,0.4889,0.4148,0.6108
7943,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124733_0201_D.JPG,205_Post_Def_rgb,DJI_20250929124733_0201_D.JPG,136,1876,3863,83,90,1917.5,3908.0,3089,90.316,83.368,0.4295,0.0513,0.4359,0.4103,0.6108
7944,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124653_0181_D.JPG,205_Post_Def_rgb,DJI_20250929124653_0181_D.JPG,383,1987,3244,49,49,2011.5,3268.5,1110,48.632,48.632,0.4694,0.2857,0.4694,0.4694,0.6108
7945,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124631_0170_D.JPG,205_Post_Def_rgb,DJI_20250929124631_0170_D.JPG,222,4120,1980,76,76,4158.0,2018.0,1979,76.421,76.421,0.4711,0.0248,0.4711,0.3388,0.6108
7946,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124633_0171_D.JPG,205_Post_Def_rgb,DJI_20250929124633_0171_D.JPG,257,2300,2494,42,90,2321.0,2539.0,1882,90.316,41.684,0.5,0.0,0.5,0.5,0.6108
7947,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124729_0199_D.JPG,205_Post_Def_rgb,DJI_20250929124729_0199_D.JPG,324,5002,2939,90,42,5047.0,2960.0,1882,90.316,41.684,0.5,0.0,0.5,0.5,0.6108
7948,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124717_0193_D.JPG,205_Post_Def_rgb,DJI_20250929124717_0193_D.JPG,198,3918,2709,111,49,3973.5,2733.5,2703,111.158,48.632,0.5089,0.1161,0.5089,0.5,0.6108
7949,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124703_0186_D.JPG,205_Post_Def_rgb,DJI_20250929124703_0186_D.JPG,339,1785,1306,63,63,1816.5,1337.5,1641,62.526,62.526,0.4568,0.1235,0.4568,0.4198,0.6108
7950,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124733_0201_D.JPG,205_Post_Def_rgb,DJI_20250929124733_0201_D.JPG,215,5162,1007,83,76,5203.5,1045.0,2365,83.368,76.421,0.4545,0.0,0.4545,0.3712,0.6108
7951,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124721_0195_D.JPG,205_Post_Def_rgb,DJI_20250929124721_0195_D.JPG,141,493,910,104,97,545.0,958.5,3523,104.211,97.263,0.4476,0.0333,0.4476,0.3476,0.6108
7952,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095851_0345_D.JPG,Part_one_pre_def_rgb,DJI_20250929095851_0345_D.JPG,313,1362,3397,35,28,1379.5,3411.0,579,34.737,27.789,0.6,0.4,0.7,0.6,0.6108
7953,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095859_0349_D.JPG,Part_one_pre_def_rgb,DJI_20250929095859_0349_D.JPG,383,1383,2522,56,14,1411.0,2529.0,579,55.579,13.895,0.75,0.0,0.75,0.75,0.6108
